url,description,genres
https://www.metacritic.com/movie/hoop-dreams/,Two inner-city Chicago boys with hopes of becoming professional basketball players struggle to become college players.,"['Documentary', 'Drama', 'Sport', '', '', '', 'Documentary', 'Drama', 'Sport']"
https://www.metacritic.com/movie/rashomon/,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.","['Crime', 'Drama', 'Mystery', '', '', '', 'Crime', 'Drama', 'Mystery']"
https://www.metacritic.com/movie/the-passion-of-joan-of-arc/,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.","['Biography', 'Drama', 'History', '', '', '', 'Biography', 'Drama', 'History']"
https://www.metacritic.com/movie/all-about-eve/,An ingenue insinuates herself into the company of an established but aging stage actress and her circle of theater friends.,"['Drama', '', 'Drama']"
https://www.metacritic.com/movie/metropolis-re-release/,"Possibly the crowning achievement of silent cinema, Fritz Lang's 1927 blockbuster fuses the frenetic storytelling of twenties pulp fiction with Lang's personal fascination with the darker side of human nature. (Kino International)","['Drama', 'Sci-Fi', '', '', 'Drama', 'Sci-Fi']"
https://www.metacritic.com/movie/jules-and-jim/,Decades of a love triangle concerning two friends and an impulsive woman.,"['Drama', 'Romance', '', '', 'Drama', 'Romance']"
https://www.metacritic.com/movie/my-left-foot/,"True story of cerebral palsied Christy Brown, who overcame his illness and poverty to become an accomplished artist, poet and writer.","['Biography', 'Drama', '', '', 'Biography', 'Drama']"
https://www.metacritic.com/movie/the-night-of-the-hunter/,A traveling preacher's (Robert Mitchum) nefarious motives for marrying a fragile widow (Shelley Winters) are uncovered by her terrified young children.,"['Crime', 'Drama', 'Film-Noir', 'Thriller', '', '', '', '', 'Crime', 'Drama', 'Film-Noir', 'Thriller']"
https://www.metacritic.com/movie/ran/,"An adaptation of William Shakespeare’s King Lear, Ran considers the disastrous consequences of Lord Hidetora Ichimonji’s (Tatsuya Nakadai) decision to split his kingdom among his three sons.","['Action', 'Drama', 'War', '', '', '', 'Action', 'Drama', 'War']"
https://www.metacritic.com/movie/the-third-man/,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","['Film-Noir', 'Mystery', 'Thriller', '', '', '', 'Film-Noir', 'Mystery', 'Thriller']"
https://www.metacritic.com/movie/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb/,"Through a series of military and political accidents, a psychotic general - U.S. Air Force Commander Jack D. Ripper (Hayden) - triggers an ingenious, irrevocable scheme to attack Russia's strategic targets with nuclear bombs. The U.S. President (Sellers) and Dr. Strangelove (Sellers), a wheelchair-bound nuclear scientist who has bizarre ...","['Comedy', 'War', '', '', 'Comedy', 'War']"
https://www.metacritic.com/movie/quo-vadis-aida/,"Bosnia, July 11th 1995. Aida is a translator for the United Nations in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp. As an insider to the negotiations Aida has access to crucial information that she needs to interpret. What is at...","['Drama', 'History', 'War', '', '', '', 'Drama', 'History', 'War']"
https://www.metacritic.com/movie/psycho-1960/,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man, Norman Bates (Anthony Perkins) under the domination of his mother.","['Horror', 'Mystery', 'Thriller', '', '', '', 'Horror', 'Mystery', 'Thriller']"
https://www.metacritic.com/movie/rififi-re-release/,"A reissue of a classic French caper thriller in which Tony, fresh out of prison, teams with three cohorts to pull off a major jewel heist which goes awry. The film's title is slang for ""rough stuff,"" and it's robbery sequence is famous for its exciting, completely silent robbery scene.","['Crime', 'Drama', 'Thriller', '', '', '', 'Crime', 'Drama', 'Thriller']"
https://www.metacritic.com/movie/gone-with-the-wind/,"A Southern belle struggles with the devastation of the Civil War and Reconstruction. This classic won 8 Academy Awards, including Best Picture.","['Drama', 'Romance', 'War', '', '', '', 'Drama', 'Romance', 'War']"
https://www.metacritic.com/movie/4-months-3-weeks-and-2-days/,"During the final days of communism in Romania, two college roommates Otilia and Gabita are busy preparing for a night away. But rather than planning for a holiday, they are making arrangements for Gabita's illegal abortion and unwittingly, both find themselves burrowing deep down a rabbit hole of unexpected revelations. [IFC Films]","['Drama', '', 'Drama']"
https://www.metacritic.com/movie/battleship-potemkin/,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.","['Drama', 'History', 'Thriller', 'War', '', '', '', '', 'Drama', 'History', 'Thriller', 'War']"
https://www.metacritic.com/movie/a-streetcar-named-desire/,Disturbed Blanche DuBois (Vivien Leigh) moves in with her sister in New Orleans and is tormented by her brutish brother-in-law (Marlon Brando) while her reality crumbles around her.,"['Drama', '', 'Drama']"
https://www.metacritic.com/movie/the-maltese-falcon/,"A private detective (Humphrey Bogart) takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.","['Crime', 'Film-Noir', 'Mystery', 'Romance', '', '', '', '', 'Crime', 'Film-Noir', 'Mystery', 'Romance']"
https://www.metacritic.com/movie/american-graffiti/,A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.,"['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
https://www.metacritic.com/movie/12-angry-men/,"12 Angry Men, by Sidney Lumet, is a behind-closed-doors look at the American legal system. This iconic adaptation of Reginald Rose’s teleplay stars Henry Fonda as the dissenting member on a jury of white men ready to pass judgment on a Puerto Rican teenager charged with murdering his father. The result is a saga of epic proportions that ...","['Crime', 'Drama', '', '', 'Crime', 'Drama']"
https://www.metacritic.com/movie/dumbo-1941/,"This simple animated tale is set in a circus and spotlights a baby elephant, Dumbo, who is mocked and ridiculed because his ears are too big, only to be assisted by a mouse to achieve his full potential.","['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Musical', '', '', '', '', '', '', 'Animation', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Musical']"
https://www.metacritic.com/movie/roma/,"Roma follows Cleo (Yalitza Aparicio), a young domestic worker for a family in the middle-class neighborhood of Roma in Mexico City. Delivering an artful love letter to the women who raised him, Cuarón draws on his own childhood to create a vivid and emotional portrait of domestic strife and social hierarchy amidst political turmoil of th...","['Drama', '', 'Drama']"
https://www.metacritic.com/movie/man-with-a-movie-camera/,"A man travels around a city with a camera slung over his shoulder, documenting urban life with dazzling invention.","['Documentary', '', 'Documentary']"
https://www.metacritic.com/movie/parasite/,"Meet the Park Family: the picture of aspirational wealth. And the Kim Family, rich in street smarts but not much else. Be it chance or fate, these two houses are brought together and the Kims sense a golden opportunity. Masterminded by college-aged Ki-woo, the Kim children expediently install themselves as tutor and art therapist, to the...","['Drama', 'Thriller', '', '', 'Drama', 'Thriller']"
https://www.metacritic.com/movie/spirited-away/,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free herself and return her family to the outside world. [Walt Disney Studios]","['Animation', 'Adventure', 'Family', 'Fantasy', 'Mystery', '', '', '', '', '', 'Animation', 'Adventure', 'Family', 'Fantasy', 'Mystery']"
https://www.metacritic.com/movie/toy-story/,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences. [Pixar]","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', '', '', '', '', '', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
https://www.metacritic.com/movie/summer-of-soul-or-when-the-revolution-could-not-be-televised/,"In 1969, during the same summer as Woodstock, a different music festival took place 100 miles away. More than 300,000 people attended the summer concert series known as the Harlem Cultural Festival. It was filmed, but after that summer, the footage sat in a basement for 50 years. It has never been seen. Until now. [Sundance]","['Documentary', 'Music', '', '', 'Documentary', 'Music']"
https://www.metacritic.com/movie/the-shop-around-the-corner/,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.","['Comedy', 'Drama', 'Romance', '', '', '', 'Comedy', 'Drama', 'Romance']"
https://www.metacritic.com/movie/rosemarys-baby/,"A young couple move into an apartment, only to be surrounded by peculiar neighbors and occurrences. When the wife becomes mysteriously pregnant, paranoia over the safety of her unborn child begins to control her life.","['Drama', 'Horror', '', '', 'Drama', 'Horror']"
https://www.metacritic.com/movie/12-years-a-slave/,"In the pre-Civil War United States, Solomon Northup, a free black man living in upstate New York, is abducted and sold into slavery.","['Biography', 'Drama', 'History', '', '', '', 'Biography', 'Drama', 'History']"
https://www.metacritic.com/movie/manchester-by-the-sea/,"After the death of his older brother Joe (Kyle Chandler), Lee Chandler (Casey Affleck) is shocked to learn that Joe has made him sole guardian of his nephew Patrick (Lucas Hedges). Taking leave of his job, Lee reluctantly returns to Manchester-by-the-Sea to care for Patrick, a spirited 15-year-old, and is forced to deal with a past that ...","['Drama', '', 'Drama']"
https://www.metacritic.com/movie/the-battle-of-algiers/,"The Battle of Algiers re-creates a key year in the tumultuous Algerian struggle for independence from the occupying French in the 1950s. As violence escalates on both sides, children shoot soldiers at point-blank range, women plant bombs in cafés, and French soldiers resort to torture to break the will of the insurgents. Shot on the stre...","['Drama', 'War', '', '', 'Drama', 'War']"
https://www.metacritic.com/movie/killer-of-sheep/,"Killer of Sheep examines the black Los Angeles ghetto of Watts in the mid-1970s through the eyes of Stan, a sensitive dreamer who is growing detached and numb from the psychic toll of working at a slaughterhouse. The film offers no solutions; it merely presents life -- sometimes hauntingly bleak, sometimes filled with transcendent joy an...","['Drama', '', 'Drama']"
https://www.metacritic.com/movie/nashville/,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention as secrets and lies are surfaced and revealed.","['Comedy', 'Drama', 'Music', '', '', '', 'Comedy', 'Drama', 'Music']"
https://www.metacritic.com/movie/red-river/,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.","['Drama', 'Western', '', '', 'Drama', 'Western']"
https://www.metacritic.com/movie/the-philadelphia-story/,"When a rich woman's ex-husband (Cary Grant) and a tabloid-type reporter (James Stewart) turn up just before her planned remarriage, she (Katherine Hepburn) begins to learn the truth about herself.","['Comedy', 'Romance', '', '', 'Comedy', 'Romance']"
https://www.metacritic.com/movie/sansho-the-bailiff/,"When an idealistic governor disobeys the reigning feudal lord, he is cast into exile, his wife and children left to fend for themselves and eventually wrenched apart by vicious slave traders. Under Kenji Mizoguchi’s dazzling direction, this classic Japanese story became one of cinema’s greatest masterpieces, a monumental, empathetic expr...","['Drama', '', 'Drama']"
https://www.metacritic.com/movie/ratatouille/,"Despite his sensational sniffer and sophisticated palate, Remy's dreams of becoming a chef seem hopeless due to one small detail--he's a rat! Through a twist of fate, he ends up in the world-famous restaurant of his late hero, Auguste Gusteau. With a dash of culinary courage and the help of garbage boy Linguini, Remy whips up exquisite m...","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', '', '', '', '', '', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
https://www.metacritic.com/movie/the-grapes-of-wrath/,"A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.","['Drama', '', 'Drama']"
https://www.metacritic.com/movie/snow-white-and-the-seven-dwarfs/,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.","['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical', 'Romance', '', '', '', '', '', '', 'Animation', 'Adventure', 'Family', 'Fantasy', 'Musical', 'Romance']"
https://www.metacritic.com/movie/children-of-paradise-1945/,"Children of Paradise is the tale of a woman loved by four different men. Deftly entwining theater, literature, music, and design, director Marcel Carné and screenwriter Jacques Prévert resurrect the tumultuous world of nineteenth-century Paris, teeming with hucksters and aristocrats, thieves and courtesans, pimps and seers. (Janus Films)","['Drama', 'Romance', '', '', 'Drama', 'Romance']"
https://www.metacritic.com/movie/mean-streets/,"Charlie (Harvey Keitel) is working his way up the ranks of a local mob. Teresa (Amy Robinson) is the girlfriend his family deems unsuitable because of her epilepsy. Johnny Boy (Robert De Niro) is a small-time gambler in big-time debt to loan sharks. This is a story Martin Scorsese lived, a semi-biographical tale of the first-generation s...","['Crime', 'Drama', 'Thriller', '', '', '', 'Crime', 'Drama', 'Thriller']"
https://www.metacritic.com/movie/a-hard-days-night-re-release/,"A re-release of the 1964 film which chronicles a day in the life of the Beatles, featuring many of their famous songs.","['Comedy', 'Musical', '', '', 'Comedy', 'Musical']"
https://www.metacritic.com/movie/the-lady-eve/,"A trio of classy card sharks targets the socially awkward heir to brewery millions for his money, until one of them falls in love with him.","['Comedy', 'Romance', '', '', 'Comedy', 'Romance']"
https://www.metacritic.com/movie/gravity/,"Dr. Ryan Stone (Sandra Bullock) is a brilliant medical engineer on her first shuttle mission, with veteran astronaut Matt Kowalsky (George Clooney) in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The shuttle is destroyed, leaving Stone and Kowalsky completely alone - tethered to noth...","['Drama', 'Sci-Fi', 'Thriller', '', '', '', 'Drama', 'Sci-Fi', 'Thriller']"
https://www.metacritic.com/movie/fantasia/,A collection of animated interpretations of great works of Western classical music.,"['Animation', 'Family', 'Fantasy', 'Music', 'Musical', '', '', '', '', '', 'Animation', 'Family', 'Fantasy', 'Music', 'Musical']"
https://www.metacritic.com/movie/beauty-and-the-beast-1991/,"This 'tale as old as time' follows the adventures of Belle, a bright young woman who finds herself imprisoned in a castle of a mysterious beast. With the assistance of the castle's enchanted staff, a delightful and tender romance develops between these two unlikely friends and Belle soon learns the most important lesson of all - that tru...","['Animation', 'Family', 'Fantasy', 'Musical', 'Romance', '', '', '', '', '', 'Animation', 'Family', 'Fantasy', 'Musical', 'Romance']"
https://www.metacritic.com/movie/small-axe-lovers-rock/,"A single evening at a house party in 1980s West London sets the scene, developing intertwined relationships against a background of violence, romance and music.","['Drama', 'History', '', '', 'Drama', 'History']"
https://www.metacritic.com/movie/the-bride-of-frankenstein/,"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.","['Drama', 'Horror', 'Sci-Fi', '', '', '', 'Drama', 'Horror', 'Sci-Fi']"
https://www.metacritic.com/movie/dont-look-now/,"A married couple grieving the recent death of their young daughter are in Venice when they encounter two elderly sisters, one of whom is psychic and brings a warning from beyond.","['Drama', 'Horror', 'Mystery', 'Thriller', '', '', '', '', 'Drama', 'Horror', 'Mystery', 'Thriller']"
https://www.metacritic.com/movie/the-social-network/,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg (Jesse Eisenberg) sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room soon becomes a global social network and a revolution in communication. A mere six years and ...","['Biography', 'Drama', '', '', 'Biography', 'Drama']"
https://www.metacritic.com/movie/my-fair-lady/,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,"['Drama', 'Family', 'Musical', 'Romance', '', '', '', '', 'Drama', 'Family', 'Musical', 'Romance']"
https://www.metacritic.com/movie/portrait-of-a-lady-on-fire/,"France, 1760. Marianne is commissioned to paint the wedding portrait of Héloïse, a young woman who has just left the convent. Because she is a reluctant bride-to-be, Marianne arrives under the guise of companionship, observing Héloïse by day and secretly painting her by firelight at night. As the two women orbit one another, intimacy and...","['Drama', 'Romance', '', '', 'Drama', 'Romance']"
https://www.metacritic.com/movie/i-am-not-your-negro/,"Director Raoul Peck envisions the book James Baldwin never finished - a radical narration about race in America, using the writer’s original words. He draws upon James Baldwin’s notes on the lives and assassinations of Medgar Evers, Malcolm X, and Martin Luther King Jr to explore and bring a fresh and radical perspective to the current r...","['Documentary', 'History', '', '', 'Documentary', 'History']"
https://www.metacritic.com/movie/woodstock-1970/,"It happened on a small farm in upstate New York, for three remarkable days of mud and happiness in 1969, when over half a million people came together to celebrate life, love, and music--Woodstock. One camera crew was there, in the middle of everything, recording the live performances of many of the greatest singers and musicians of the ...","['Documentary', 'History', 'Music', '', '', '', 'Documentary', 'History', 'Music']"
https://www.metacritic.com/movie/aftersun/,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between miniDV footage as she tries to reconcile the father she knew with the man she didn’t.,"['Drama', '', 'Drama']"
https://www.metacritic.com/movie/rocks/,A teenage girl suddenly finds herself struggling to take care of herself and her younger brother.,"['Drama', '', 'Drama']"
https://www.metacritic.com/movie/amour/,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has an attack. The couple's bond of love is severely tested. [Sony Pictures Classics]","['Drama', '', 'Drama']"
https://www.metacritic.com/movie/the-hurt-locker/,"When a new sergeant, James (Jeremy Renner), takes over a highly trained bomb disposal team amidst violent conflict, he surprises his two subordinates, Sanborn (Anthony Mackie) and Eldridge (Brian Geraghty), by recklessly plunging them into a deadly game of urban combat. James behaves as if he's indifferent to death. As the men struggle t...","['Drama', 'Thriller', 'War', '', '', '', 'Drama', 'Thriller', 'War']"
https://www.metacritic.com/movie/anatomy-of-a-murder/,"In a murder trial, the defendant says he suffered temporary insanity after the victim raped his wife. What is the truth, and will he win his case?","['Drama', 'Mystery', '', '', 'Drama', 'Mystery']"
https://www.metacritic.com/movie/zero-dark-thirty/,"For a decade, an elite team of intelligence and military operatives, working in secret across the globe, devoted themselves to a single goal: to find and eliminate Osama bin Laden. [Columbia Pictures]","['Drama', 'History', 'Thriller', 'War', '', '', '', '', 'Drama', 'History', 'Thriller', 'War']"
https://www.metacritic.com/movie/collective/,"Collective follows a heroic team of journalists as they uncover shocking, widespread corruption. After a deadly nightclub fire, the mysterious death of the owner of a powerful pharmaceutical firm, and the quiet resignation of a health minister—seemingly unrelated events, all within weeks of each other—the team of intrepid reporters expos...","['Documentary', 'Crime', '', '', 'Documentary', 'Crime']"
https://www.metacritic.com/movie/a-separation/,"Set in contemporary Iran, A Separation is a compelling drama about the dissolution of a marriage. Simin wants to leave Iran with her husband Nader and daughter Termeh. Simin sues for divorce when Nader refuses to leave behind his Alzheimer-suffering father. Her request having failed, Simin returns to her parents' home, but Termeh decides...","['Drama', '', 'Drama']"
https://www.metacritic.com/movie/double-indemnity/,An insurance representative lets himself be talked into a murder/insurance fraud scheme that arouses an insurance investigator's suspicions.,"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Thriller', '', '', '', '', '', 'Crime', 'Drama', 'Film-Noir', 'Mystery', 'Thriller']"
https://www.metacritic.com/movie/sunrise-1927/,"A sophisticated urban woman seduces a farmer in the hopes that he will murder his neglected wife and join her in the city, but he ends up rekindling his romance with his wife when she discovers their scheme.","['Drama', 'Romance', '', '', 'Drama', 'Romance']"
https://www.metacritic.com/movie/pulp-fiction/,Several inter-locking stories of crime and intrigue form a temporal mosaic set in the Los Angeles underworld.,"['Crime', 'Drama', '', '', 'Crime', 'Drama']"
https://www.metacritic.com/movie/our-body/,"Veteran documentarian Claire Simon observes the everyday operations of the gynecological ward in a public hospital in Paris. In the process, she questions what it means to live in a woman’s body, filming the diversity, singularity and beauty of patients in all stages of life. We see cancer screenings and fertility appointments, a teenage...","['Documentary', '', 'Documentary']"
https://www.metacritic.com/movie/la-dolce-vita-re-release/,A series of stories following a week in the life of a philandering paparazzo journalist (Marcello Mastroianni) living in Rome.,"['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
