url,description,genres
https://www.metacritic.com/movie/daniel-isnt-real/,"Troubled college freshman Luke (Miles Robbins) suffers a violent family trauma and resurrects his childhood imaginary friend Daniel (Patrick Schwarzenegger) to help him cope. Charismatic and full of manic energy, Daniel helps Luke to achieve his dreams, before pushing him to the very edge of sanity and into a desperate struggle for contr...","['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller', '', '', '', '', '', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']"
https://www.metacritic.com/movie/the-sweet-east/,"High school student Lillian runs away while on a school trip and, through a series of encounters, traverses the spectrum of contemporary radicalism and madness, from white supremacists to Islamic radicals, from neo-punks to woke avant-gardists. At every leg of her journey, she comes into contact with hermetic worlds, whose citizens rant ...","['Drama', '', 'Drama']"
https://www.metacritic.com/movie/oculus/,"Ten years ago, tragedy struck the Russell family, leaving the lives of teenage siblings Tim and Kaylie forever changed when Tim was convicted of the brutal murder of their parents. Now in his 20s, Tim is newly released from protective custody and only wants to move on with his life; but Kaylie, still haunted by that fateful night, is con...","['Horror', 'Mystery', 'Thriller', '', '', '', 'Horror', 'Mystery', 'Thriller']"
https://www.metacritic.com/movie/red-heat/,"Two cops, one from Russia, the other from Chicago, team up to capture a Russian drug dealer hiding out somewhere in America.","['Action', 'Comedy', 'Crime', 'Thriller', '', '', '', '', 'Action', 'Comedy', 'Crime', 'Thriller']"
https://www.metacritic.com/movie/the-kings-of-summer/,Three unhappy teenage boys head into the wilderness with a plan to build a house and live off the land.,"['Adventure', 'Comedy', 'Drama', '', '', '', 'Adventure', 'Comedy', 'Drama']"
https://www.metacritic.com/movie/to-be-or-not-to-be-1983/,"A bad Polish actor is just trying to make a living when what should intrude but World War II in the form of an invasion. His wife has the habit of entertaining young Polish officers while he's on stage which is also a source of depression to him. When one of her officers comes back on a Secret Mission, the actor takes charge and comes up...","['Comedy', 'Drama', 'War', '', '', '', 'Comedy', 'Drama', 'War']"
https://www.metacritic.com/movie/broken-english/,"In a startling mature and nuanced performance, Parker Posey plays Nora Wilder, a thirty-something Manhattanite who is cynical about love and relationships, in this astute collaboration with first-time writer/director Zoe Cassavetes. (Magnolia Pictures)","['Comedy', 'Drama', 'Romance', '', '', '', 'Comedy', 'Drama', 'Romance']"
https://www.metacritic.com/movie/the-american-dream-and-other-fairy-tales/,"Abigail Disney looks at America's dysfunctional and unequal economy and asks why the American Dream has worked for the wealthy, yet is a nightmare for people born with less. Using her family’s story, Disney explores how this systemic injustice took hold and imagines a way toward a more equitable future.","['Documentary', '', 'Documentary']"
https://www.metacritic.com/movie/barrymore/,"As John Barrymore comes to terms with the ravages of his life of excess, he rents an old theatre to rehearse for a backer's audition to raise money for a revival of his 1920 Broadway triumph in Richard III.","['Drama', '', 'Drama']"
https://www.metacritic.com/movie/peter-pan-wendy/,"Wendy Darling (Ever Anderson), a young girl afraid to leave her childhood home behind, meets Peter Pan (Alexander Molony), a boy who refuses to grow up. Alongside her brothers and a tiny fairy, Tinker Bell (Yara Shahidi), she travels with Peter to the magical world of Neverland. There, she encounters an evil pirate captain, Captain Hook ...","['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance', '', '', '', '', '', '', '', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']"
https://www.metacritic.com/movie/the-map-of-tiny-perfect-things/,"Quick-witted teen Mark contentedly lives the same day in an endless loop. But his world is turned upside-down when he meets mysterious Margaret also stuck in the time loop. Mark and Margaret form a magnetic partnership, setting out to find all the tiny things that make that one day perfect. What follows is a love story with a fantastical...","['Comedy', 'Fantasy', 'Romance', '', '', '', 'Comedy', 'Fantasy', 'Romance']"
https://www.metacritic.com/movie/romper-stomper/,A group of skinheads become alarmed at the way their neighbourhood is changing.,"['Crime', 'Drama', 'Thriller', '', '', '', 'Crime', 'Drama', 'Thriller']"
https://www.metacritic.com/movie/get-bruce/,"This documentary goes behind the scenes with Bruce Vilanch, one of the most sought after comedy writers in Hollywood. (Miramax Films)","['Documentary', '', 'Documentary']"
https://www.metacritic.com/movie/ill-sing-for-you/,"A love story by a singer whose music takes us on a social, political and geographic voyage of Mali from 1960 to our day. (First Run Features)","['Documentary', 'Biography', 'Drama', 'Music', '', '', '', '', 'Documentary', 'Biography', 'Drama', 'Music']"
https://www.metacritic.com/movie/elephant-2020/,"Narrated by Meghan, The Duchess of Sussex, Disneynature’s Elephant follows African elephant Shani and her spirited son Jomo as their herd make an epic journey hundreds of miles across the vast Kalahari Desert, from the Okavango delta to the Zambezi river, just as countless generations of their ancestors have done before.","['Documentary', 'Adventure', 'Biography', 'Family', '', '', '', '', 'Documentary', 'Adventure', 'Biography', 'Family']"
https://www.metacritic.com/movie/unknown-pleasures/,A harrowing account of disillusioned young people living in China. (New Yorker Films),"['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
https://www.metacritic.com/movie/deconstructing-harry/,This film revolves around the problems of a New York writer's creative and erotic life.,"['Comedy', '', 'Comedy']"
https://www.metacritic.com/movie/matchstick-men/,A phobia-plagued grifter (Cage) discovers he has a teenage daughter (Lohman) who wants to get to know him?and his business.,"['Comedy', 'Crime', 'Drama', 'Thriller', '', '', '', '', 'Comedy', 'Crime', 'Drama', 'Thriller']"
https://www.metacritic.com/movie/white-oleander/,"Based on the acclaimed best-selling novel by Janet Fitch, White Oleander follows a young woman's journey through hardship and loss to maturity, joy and true independence. (Warner Bros.)","['Drama', '', 'Drama']"
https://www.metacritic.com/movie/the-divide-2021/,"Raf (Valéria Bruni Tedeschi) and Julie (Marina Foïs), a couple on the verge of breaking up, find themselves in an Emergency Department close to asphyxiation on the evening of a major 'yellow vests' protest in Paris. Their encounter with Yann (Pio Marmaï), an injured and angry demonstrator, will shatter their certainties and prejudices. O...","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
https://www.metacritic.com/movie/coup-de-chance/,Two young people's bond leads to marital infidelity and ultimately crime.,"['Comedy', 'Drama', 'Romance', 'Thriller', '', '', '', '', 'Comedy', 'Drama', 'Romance', 'Thriller']"
https://www.metacritic.com/movie/the-to-do-list/,"Feeling pressured to become more sexually experienced before she goes to college, Brandy Clark makes a list of things to accomplish before hitting campus in the fall.","['Comedy', 'Romance', '', '', 'Comedy', 'Romance']"
https://www.metacritic.com/movie/tightrope/,New Orleans single dad and cop Wes Block goes after a serial rapist-killer but when he gets too close to the target the hunter suddenly becomes the hunted.,"['Crime', 'Mystery', 'Thriller', '', '', '', 'Crime', 'Mystery', 'Thriller']"
https://www.metacritic.com/movie/the-bubble/,"Three young Israelis, two guys and a girl, share an apartment in Tel Aviv’s hippest neighborhood. As they try to put aside political conflicts and focus on their lives and loves, these progressive 20-somethings are often accused of living in an escapist “bubble”. Among them are three young Israeli flatmates: headstrong Lulu, who works ...","['Comedy', 'Drama', 'Romance', '', '', '', 'Comedy', 'Drama', 'Romance']"
https://www.metacritic.com/movie/dust-to-glory/,"An all out action-adventure documenting the most notorious and dangerous race in the world, the Tecate SCORE Baja 1000. (IFC Films)","['Documentary', 'Action', 'Adventure', 'Sport', '', '', '', '', 'Documentary', 'Action', 'Adventure', 'Sport']"
https://www.metacritic.com/movie/candyman/,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.","['Horror', 'Thriller', '', '', 'Horror', 'Thriller']"
https://www.metacritic.com/movie/hero-1992/,"A not-so-nice man rescues passengers from a crashed airliner, only to see someone else take credit.","['Comedy', 'Drama', 'Romance', '', '', '', 'Comedy', 'Drama', 'Romance']"
https://www.metacritic.com/movie/generation-iron/,Generation Iron follows top bodybuilders as they train to compete in the Mr. Olympia competition.,"['Documentary', 'Drama', 'Sport', '', '', '', 'Documentary', 'Drama', 'Sport']"
https://www.metacritic.com/movie/trucker/,"Diane Ford, a vivacious and successful independent truck driver, leads a carefree life of long-haul trucking, one night stands and all-night drinking with Runner until the evening her estranged 11-year-old son, Peter is unexpectedly dropped at her door. (Monterey Media)","['Drama', '', 'Drama']"
https://www.metacritic.com/movie/buffalo-bill-and-the-indians-or-sitting-bulls-history-lesson/,A cynical Buffalo Bill hires Sitting Bull to exploit him and add his credibility to the distorted view of history presented in his Wild West Show.,"['Comedy', 'Drama', 'Western', '', '', '', 'Comedy', 'Drama', 'Western']"
https://www.metacritic.com/movie/eye-of-the-needle/,"A ruthless German spy (Donald Sutherland), trying to get out of Britain with vital information about D-Day, must spend time with a young woman and her crippled husband.","['Romance', 'Thriller', 'War', '', '', '', 'Romance', 'Thriller', 'War']"
https://www.metacritic.com/movie/the-sense-of-an-ending/,"Tony Webster (Jim Broadbent) leads a reclusive and quiet existence until long buried secrets from his past force him to face the flawed recollections of his younger self, the truth about his first love (Charlotte Rampling) and the devastating consequences of decisions made a lifetime ago.","['Drama', 'Mystery', '', '', 'Drama', 'Mystery']"
https://www.metacritic.com/movie/cat-people/,"In this erotic remake of the 1942 classic, a young woman's sexual awakening brings horror when she discovers her urges transform her into a monstrous black leopard.","['Fantasy', 'Horror', 'Thriller', '', '', '', 'Fantasy', 'Horror', 'Thriller']"
https://www.metacritic.com/movie/bicycling-with-molicre/,Two actors (Lambert Wilson and Fabrice Luchini). One play (The Misanthrope). Can the differences between two egocentric men be put aside for the sake of friendship and theatre?,"['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
https://www.metacritic.com/movie/dog/,"Army Ranger Briggs (Channing Tatum) and Lulu (a Belgian Malinois) buckle into a 1984 Ford Bronco and race down the Pacific Coast in hopes of making it to a fellow soldier’s funeral on time. Along the way, they’ll drive each other completely crazy, break a small handful of laws, narrowly evade death, and learn to let down their guards in ...","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
https://www.metacritic.com/movie/the-big-chill/,"Good friends reunite for the funeral of a college pal. During the weekend that follows, they compare their 60's ideas with the harsh reality of their lives in the 80's, and discover that in a cold world, you need your friends to keep you warm. [Sony Pictures]","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
https://www.metacritic.com/movie/freeway/,"In this updated version of Little Red Riding Hood, the main character is actually a hood and the wolf is a serial killer in sheep's clothing.","['Crime', 'Drama', 'Thriller', '', '', '', 'Crime', 'Drama', 'Thriller']"
https://www.metacritic.com/movie/rogue-agent/,"The chilling true story of conman, Robert Freegard, who posed as an undercover MI5 agent kidnapping countless victims amidst a high-stakes manhunt until the woman who fell for him brought him to justice.","['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller', '', '', '', '', '', 'Action', 'Adventure', 'Drama', 'Mystery', 'Thriller']"
https://www.metacritic.com/movie/country-gold/,George Jones invites an up and coming country music superstar out on the town in Nashville the night before George is to be cryogenically frozen in 1994.,"['Comedy', 'Fantasy', '', '', 'Comedy', 'Fantasy']"
https://www.metacritic.com/movie/on-her-majestys-secret-service/,James Bond woos a mob boss's daughter and goes undercover to uncover the true reason for Blofeld's allergy research in the Swiss Alps that involves beautiful women from around the world.,"['Action', 'Adventure', 'Thriller', '', '', '', 'Action', 'Adventure', 'Thriller']"
https://www.metacritic.com/movie/coming-home-1978/,A woman whose husband is fighting in Vietnam falls in love with another man who suffered a paralyzing combat injury there.,"['Drama', 'Romance', 'War', '', '', '', 'Drama', 'Romance', 'War']"
https://www.metacritic.com/movie/spoiler-alert/,"Based on Michael Ausiello’s best-selling memoir Spoiler Alert: The Hero Dies, the film is a heartwarming, funny and life-affirming story of how Michael (Jim Parsons) and Kit’s (Ben Aldridge) relationship is transformed and deepened when one of them falls ill.","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
https://www.metacritic.com/movie/fast-times-at-ridgemont-high/,Amy Heckerling's chronicle of a year in life of a group of teenagers at a Southern Calfornia high school in the 1970s is based on Cameron Crowe's undercover experiences and has clearly set the bar for all teen comedies to shoot for.,"['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
https://www.metacritic.com/movie/star-maps/,"Carlos wants to be an actor. But his father, Pepe, wants him to work in the family business, that is, male prostitution. Carlos decides that he will be one of his father's boys until he can get his foot in the door in Hollywood. Finally one of his clients, a rich soap star, offers him a bit part in her show. Pepe tell Carlos that she is ...","['Comedy', 'Drama', '', '', 'Comedy', 'Drama']"
https://www.metacritic.com/movie/lucie-aubrac/,"Lucie and Raymond's story is one of love, of the French Resistance in World War II, and of life. Cunning, resourceful, and romantic, Lucie risks her life for what the couple believes in. Her efforts to rescue the husband she passionately loves would seem to spring from the fertile imagination of a novelist... but this film is based on ...","['Biography', 'Drama', 'War', '', '', '', 'Biography', 'Drama', 'War']"
https://www.metacritic.com/movie/one/,The dramatic story of two young men whose friendship deteriorates as their lives take different directions. (Shooting Gallery),"['Drama', '', 'Drama']"
https://www.metacritic.com/movie/iluzija/,"Tortured by a tumultuous home life and school bullies, young Marko finds hope when his teacher encourages him to enter a poetry competition in Paris. But when the teacher cowers before the same bullies and eventually dashes the boy's hopes and dreams, Marko seeks guidance from another role model: a mercenary who tells him in life one mus...","['Drama', '', 'Drama']"
https://www.metacritic.com/movie/ladron-que-roba-a-ladron/,"A heist movie in the classic Hollywood tradition, Ladrón que roba a ladrón follows two crack thieves, Emilio and Alejandro, who reunite to rob the biggest thief they know – Moctesuma Valdez, a TV infomercial guru who’s made millions selling worthless health products to poor Latino immigrants. Valdez’s empire is next to impossible to infi...","['Action', 'Adventure', 'Comedy', 'Crime', 'Fantasy', 'Romance', 'Western', '', '', '', '', '', '', '', 'Action', 'Adventure', 'Comedy', 'Crime', 'Fantasy', 'Romance', 'Western']"
https://www.metacritic.com/movie/quitting/,"Explores one man's journey, from the cutting edge of China's artistic movement in the early 90's, through a period of conflict with himself and his parents, to a mental institution and finally to the quest to rediscover himself and his family. (Sony Pictures Classics)","['Biography', 'Drama', 'Music', '', '', '', 'Biography', 'Drama', 'Music']"
https://www.metacritic.com/movie/goya-in-bordeaux/,"Explores the experiences and artistic evolution of Francisco Goya, the man considered to be the most important artist of the modern era. (Sony Pictures Classics)","['Biography', 'Drama', 'War', '', '', '', 'Biography', 'Drama', 'War']"
https://www.metacritic.com/movie/stuart-little/,"Stuart (voiced by Michael J. Fox) is a little guy with a big heart, not to mention whiskers, a little pink nose and a really dapper wardrobe. When he's adopted by the Littles (a human family played by Davis, Lipnicki and Laurie) he embarks on adventures with a variety of characters -- including his nemesis, family cat Snowbell (voiced b...","['Adventure', 'Comedy', 'Family', 'Fantasy', '', '', '', '', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
https://www.metacritic.com/movie/taking-sides/,"A tale based on the life of Wilhelm Furtwängler, the controversial conductor of the Berlin Philharmonic whose tenure coincided with the controversial Nazi era.","['Drama', 'Music', 'War', '', '', '', 'Drama', 'Music', 'War']"
https://www.metacritic.com/movie/stuart-little/,"Stuart (voiced by Michael J. Fox) is a little guy with a big heart, not to mention whiskers, a little pink nose and a really dapper wardrobe. When he's adopted by the Littles (a human family played by Davis, Lipnicki and Laurie) he embarks on adventures with a variety of characters -- including his nemesis, family cat Snowbell (voiced b...","['Adventure', 'Comedy', 'Family', 'Fantasy', '', '', '', '', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
https://www.metacritic.com/movie/magic-mike-xxl/,"Picking up the story three years after Mike bowed out of the stripper life at the top of his game, Magic Mike XXL finds the remaining Kings of Tampa likewise ready to throw in the towel. But they want to do it their way: burning down the house in one last blow-out performance in Myrtle Beach, and with legendary headliner Magic Mike shari...","['Comedy', 'Drama', 'Music', '', '', '', 'Comedy', 'Drama', 'Music']"
https://www.metacritic.com/movie/fear-street-part-two-1978/,"Shadyside, 1978. School’s out for summer and the activities at Camp Nightwing are about to begin. But when another Shadysider is possessed with the urge to kill, the fun in the sun becomes a gruesome fight for survival.","['Drama', 'Horror', 'Mystery', '', '', '', 'Drama', 'Horror', 'Mystery']"
https://www.metacritic.com/movie/rocky-ii/,"After club fighter Rocky Balboa goes the distance with the world heavyweight champion, boxing fans clamor for a re-match. But Rocky, having sustained massive injuries in the bout, announces his retirement. Though he tries to make a new life for himself, Rocky realizes that he can't escape his true calling. The ring beckons once more, and...","['Drama', 'Sport', '', '', 'Drama', 'Sport']"
https://www.metacritic.com/movie/disappearance-at-clifton-hill/,"Following the death of her mother, Abby (Tuppence Middleton), a troubled young woman with a checkered past, returns to her hometown of Niagara Falls and the dilapidated motel her family used to run. While there, she finds herself drawn once again into a mystery that has haunted her since childhood: what happened to the young boy she saw ...","['Drama', 'Mystery', 'Thriller', '', '', '', 'Drama', 'Mystery', 'Thriller']"
https://www.metacritic.com/movie/the-hornets-nest/,"This is the story of our most valiant soldiers and Marines, told through the narrative of a father and son, attempting to reconnect under unimaginable circumstances, who are assigned to cover the conflict for one of the United States’ major broadcast networks.","['Documentary', 'Action', 'History', 'War', '', '', '', '', 'Documentary', 'Action', 'History', 'War']"
https://www.metacritic.com/movie/anastasia/,"From St. Petersburg, Russia to Paris, France, join Anya on an epic journey of breathtaking animated action and intrigue. (20th Century Fox)","['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Musical', 'Mystery', 'Romance', '', '', '', '', '', '', '', '', 'Animation', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Musical', 'Mystery', 'Romance']"
https://www.metacritic.com/movie/red-knot/,"Peter (Vincent Kartheiser) and Chloe (Olivia Thirlby), a young married couple from New York, decide on impulse to take a belated honeymoon on-board a research vessel en route to the icy wastes of Antarctica. Not long into the journey, Chloe begins to feel neglected and betrayed by Peter, who is focused on gathering information for an art...","['Drama', '', 'Drama']"
https://www.metacritic.com/movie/project-x-1987/,"An Air Force pilot (Matthew Broderick) joins a top secret military experiment involving chimps, but begins to suspect there might be something more to the mysterious ""Project X"".","['Comedy', 'Drama', 'Sci-Fi', 'Thriller', '', '', '', '', 'Comedy', 'Drama', 'Sci-Fi', 'Thriller']"
https://www.metacritic.com/movie/in-the-pit/,"According to Mexican legend, the devil demands that one soul be offered up for every bridge built, as a guarantee for the structure's durability. In Juan Carlos Rulfo's internationally-praised documentary, this age-old adage takes on mammoth proportions. (Kino International)","['Documentary', '', 'Documentary']"
https://www.metacritic.com/movie/fear-x/,This psychological thriller stars John Turturro as a security guard whose wife is murdered in the mall where he works.,"['Thriller', '', 'Thriller']"
https://www.metacritic.com/movie/the-wretched/,"Following his parents’ separation, a rebellious teenage boy, Ben, is sent to live with his father for the summer and work at the local marina in order to gain some form of discipline. The idyllic tourist town offers little solace for him, however, as he is forced to deal with the local, privileged teens and his father’s new girlfriend. B...","['Horror', 'Mystery', '', '', 'Horror', 'Mystery']"
https://www.metacritic.com/movie/the-soloist/,"In The Soloist, an emotionally soaring drama about the redemptive power of music, journalist Steve Lopez discovers Nathaniel Anthony Ayers, a former classical music prodigy, playing his violin on the streets of L.A. As Lopez endeavors to help the homeless man find his way back, a unique friendship is formed, one that transforms both thei...","['Biography', 'Drama', 'Music', '', '', '', 'Biography', 'Drama', 'Music']"
https://www.metacritic.com/movie/ladies-in-lavender/,"The dull lives of two elderly sisters on the coast of Cornwall are interrupted by a shipwrecked Polish sailor who rekindles old sibling rivalries, jealousies and unfulfilled dreams. (Roadside Attractions)","['Drama', 'Music', 'Romance', '', '', '', 'Drama', 'Music', 'Romance']"
https://www.metacritic.com/movie/madagascar-escape-2-africa/,"All the loveable characters are back - Alex the lion, Marty the zebra, Melman the giraffe and Gloria the hippo, King Julien, Maurice and the penguins - in Madagascar: Escape 2 Africa. Left marooned on the distant shores of Madagascar, the New Yorkers have hatched a plan so crazy it just might work. With military precision, the penguins h...","['Animation', 'Adventure', 'Comedy', 'Family', '', '', '', '', 'Animation', 'Adventure', 'Comedy', 'Family']"
https://www.metacritic.com/movie/urban-cowboy/,Bud is a young man from the country who learns about life and love in a Houston bar.,"['Drama', 'Romance', 'Western', '', '', '', 'Drama', 'Romance', 'Western']"
https://www.metacritic.com/movie/documented/,"In 2011, Pulitzer Prize-winning journalist Jose Antonio Vargas outed himself as an undocumented immigrant in an essay published in the New York Times Magazine. Documented chronicles his journey to America from the Philippines as a child; his journey through America as an immigration reform activist; and his journey inward as he re-connec...","['Documentary', 'Biography', 'Family', 'News', '', '', '', '', 'Documentary', 'Biography', 'Family', 'News']"
https://www.metacritic.com/movie/john-and-the-hole/,"While exploring the neighboring woods, 13-year-old John (Charlie Shotwell) discovers an unfinished bunker—a deep hole in the ground. Seemingly without provocation, he drugs his affluent parents (Michael C. Hall and Jennifer Ehle) and older sister (Taissa Farmiga) and drags their unconscious bodies into the bunker, where he holds them cap...","['Drama', 'Horror', 'Thriller', '', '', '', 'Drama', 'Horror', 'Thriller']"
https://www.metacritic.com/movie/the-white-crow/,The story of Rudolf Nureyev's defection to the West.,"['Biography', 'Drama', '', '', 'Biography', 'Drama']"
